product_name,review_title,review_text,review_rating,review_date,brand_name
"dockers men's shorewood fisherman sandal, briar, 6 uk",Excellent Value,First pair I ordered was too large but these fit perfectly. I normally take a 11 1/2 but a 11 was too large. 10 fits nicely. They are very nice sandals at a very reasonable price.  Very fast shipping. I ordered them just before noon on Thursday and they arrived Friday.  WoW.,5.0,Reviewed in Canada on 4 May 2019,Dockers
"dockers men's shorewood fisherman sandal, briar, 6 uk",The insole is uncomfortable,"After I tried them on, I then bought a different type, because the insole has a ridge on one side that feels uncomfortable.(The different ones I bought next — DenverHayes Quad Comfort — feel amazing!)",2.0,Reviewed in Canada on 21 July 2019,Dockers
"dockers men's shorewood fisherman sandal, briar, 6 uk",Great Father's Day Gift!,"Yes, my husband was thrilled with his new Sandals! They fit very good and he was happy with the colour choice!",5.0,Reviewed in Canada on 26 July 2020,Dockers
"dockers men's shorewood fisherman sandal, briar, 6 uk",Perfect size,Perfect. Exact size. Very comfortable. Would buy again.,5.0,Reviewed in Canada on 21 July 2021,Dockers
"dockers men's shorewood fisherman sandal, briar, 6 uk",As ordered. Wish someone would make them out of leather.,As ordered. Wish someone would make them out of leather. Would have given 5 stars if had leather uppers.,3.0,Reviewed in Canada on 1 June 2019,Dockers
"dockers men's shorewood fisherman sandal, briar, 6 uk",Quality,The quality is not good,3.0,Reviewed in Canada on 20 July 2021,Dockers
"dockers men's shorewood fisherman sandal, briar, 6 uk",foam too soft,"A bit bigger.The foam will sunk in and your feet will feel the bottom.Due to a bit oversize when walking, the area near the toe cap is rubbing my toes.",3.0,Reviewed in Singapore on 21 August 2020,Dockers
"adidas women's cloudfoam qt racer shoes running, linen/cloud white/glow pink, 3.5 uk",Adidas Running Shoes,Purchased for myself but found too narrow for my feet. Gifted to my daughter whose feet are skinnier. LOLGreat price and nice looking sneakers :D,5.0,Reviewed in Canada on 4 December 2020,Adidas
"adidas women's cloudfoam qt racer shoes running, linen/cloud white/glow pink, 3.5 uk",Product wore out after 7 weeks of use,Product wore out after 7 weeks of use on the sole and the upper mesh.  Just athletic long 10K walks 5 times a week.,1.0,Reviewed in Canada on 6 August 2020,Adidas
"adidas women's cloudfoam qt racer shoes running, linen/cloud white/glow pink, 3.5 uk",Nice Shoes!,Fits perfect and looks great!,5.0,Reviewed in Canada on 28 November 2020,Adidas
"adidas women's cloudfoam qt racer shoes running, linen/cloud white/glow pink, 3.5 uk",Perfect for Everyday Wear,"I read many reviews before I bought these. Since so many people said they run big and my last pair of adidas cloudfoam were pretty big, I went half a size down. I usually wear 8.5 so I ordered an 8. They were a little tight the first couple times I wore them so I would advise just ordering them in your regular size. Luckily they've stretched out a bit so my foot fits in there perfectly now. I just have to wear thin socks. The shoes are super light weight. I've used them for the gym and for running errands. Only thing I don't like is that the bottom of the shoe is too smooth. I'd be scared to wear these on a rainy day.",4.0,Reviewed in the United States on 18 May 2019,Adidas
"merrell jungle moc leather (toddler/little kid/big kid),black,12.5 m us little kid",Made well for the kid who plays hard,Nice tough shoe for my play hard grandson to wear with his school uniform. He’s hard on shoes and these are holding up nicely.,5.0,Reviewed in the United States on 11 October 2019,Merrell
"merrell jungle moc leather (toddler/little kid/big kid),black,12.5 m us little kid",Five Stars,Great shoes for school,5.0,Reviewed in the United States on 30 September 2015,Merrell
"andrea conti women's 0348736 sneaker, grau schiefer 261, 3.5 uk",Great color,"I own this shoe in denim, burgundy, pink, mint green and now red. Love them all",5.0,Reviewed in the United States on 9 August 2021,Andrea
"head sprint pro 3.0 men puli tennis shoe, violett/lime grün",Shoe has started to wear off from the top just in 5 outings on court. Need to be replaced,Shoe was started to tear ( see above) just in 5 outings on the court.This needs to be replaced,1.0,Reviewed in Singapore on 7 September 2021,Head
skechers women&#39;s go walk 5-15918 sneaker,Way too narrow!,Nice shoes and good bottom support but way way too narrow and pinches my toes. I have small narrow childlike feet and these are still way too narrow! Not accurate sizing.,3.0,Reviewed in Canada on 25 June 2021,Skechers
skechers women&#39;s go walk 5-15918 sneaker,"Very nice looking shoes, and comfortable",These shoes are very nice and quite comfortable. I usually wear a 10 but these fit small so I had to reorder in 10.5. Love skechers slip on shoes!,4.0,Reviewed in Canada on 25 June 2020,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Not made to last more than a few months — POOR QUALITY!!,Holes have worn in the toe area within months of moderate indoor use. Very poor quality. I was happy with these shoes until this happened. See image. I'll NEVER buy Skechers again.,1.0,Reviewed in Canada on 8 August 2021,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Thumbs up,Love these shoes. Lightweight and very comfortable.  Not good for a wide foot. Otherwise true to size.,5.0,Reviewed in Canada on 17 January 2020,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Very Light and Comfortable shoes 👍🏻,Perfect fitting...Very Light Weight and Comfortable... Highly recommend 👍🏻👍🏻,5.0,Reviewed in India on 22 October 2020,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Way too small for the size,Way too small for a size 7,4.0,Reviewed in India on 9 November 2020,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Great light weight shoe,I’m happy with fit and comfort of shoe,5.0,Reviewed in Canada on 8 July 2020,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Beautiful and very comfortable,"I love the way it fits, very comfortable for work.",5.0,Reviewed in Canada on 15 January 2020,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Severe foot pain pain after wearing shoes,severe foot pain near the ankle after wearing this shoes. It is surely a defective product. Window return closed so couldnt exchange. What a waste.!!,1.0,Reviewed in India on 10 January 2021,Skechers
skechers women&#39;s go walk 5-15918 sneaker,Run small in size,They seem a bit odd fitting compared to other sketchers but ok. Getting use to them.  The back is a bit low,4.0,Reviewed in Canada on 29 January 2020,Skechers
"ecco men's st. 1 hybrid lite plain toe oxofrd, shale nubuck, 13-13.5","Super comfortable shoe, but color is a bit off","Loved the shoe - super comfortable. Only problem was the color - kid of a taupe-y grey.  Just a little off for my clothing colors.  Would have been great if it was a true dark charcoal grey - otherwise, straight black always works, but sadly, that was not a color option.",3.0,Reviewed in the United States on 23 October 2021,Ecco
"ecco men's st. 1 hybrid lite plain toe oxofrd, shale nubuck, 13-13.5",Upper not flexible.,"Way to narrow, plus the upper was not flexible.",1.0,Reviewed in the United States on 22 December 2020,Ecco
"new balance women's ws009v1 sneaker, marblehead/bleached lime glo/light reef, 4 uk",TENIS,POR CONSEJO DE UNA  AMIGA PEDÍ TENIS DE ESTA MARCA. ELLA DIJO QUE VENÍAN EN TAMAÑO REDUCIDO. ASÍ QUE SOLICITÉ 2 NÚMEROS MAS  GRANDES. POR LO CUAL NO ME QUEDARON. TUVE QUE DEVOLVERLOS,5.0,Reviewed in Mexico on 8 January 2020,New balance
"new balance women's ws009v1 sneaker, marblehead/bleached lime glo/light reef, 4 uk",Good buy,"Somehow I think the shoes look wider on the pictures, colours are very true to the pictures, shoe soles are not as thick as I have imagined. But for the sales price I got I cannot really complain much.",4.0,Reviewed in Canada on 1 January 2020,New balance
adidas hvc wrestling shoes - black/white- 8,Comfortable for drumming,"New shoes specifically bought for thin soles used for drumming. Very comfortable. I always enjoy all of my Adidas shoes. Will only be used for drumming. Look great, more importantly appropriately thin-soled for drumming. Would recommend.",5.0,Reviewed in Canada on 30 August 2021,Adidas
adidas hvc wrestling shoes - black/white- 8,weat 11 usually and for these shoes have 10. ...,weat 11 usually and for these shoes have 10.5 and next time i think ill go with 10. i'd say orear .5 smaller then your adidas shoes or 1 smaller then any other brand shoe. shoes are confy tho and seem durable,5.0,Reviewed in Canada on 24 December 2016,Adidas
